GENDER,POSTAL CODE,EMPLOYMENT STATUS,HIGHEST EDUCATION LEVEL,CURRENT / LAST EMPLOYER NAME,CURRENT / LAST MONTHLY SALARY,SOURCE,ATTENDACE,EVENT TITLE,TYPE OF EVENT,DATE OF EVENT,Profile,Age,Age Range,Month,Location,District
Male,791469,Employed - Full Time,Degree,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,48,40-49,Jul,Seletar,North East
Male,163126,Unemployed 0 to less than 3 months,Diploma,Admin / Secretarial,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,46,40-49,Jul,"Queenstown, Tiong Bahru",Central
Male,522646,Unemployed 0 to less than 3 months,Diploma,Banking and Finance,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,35,30-39,Jul,"Tampines, Pasir Ris",North East
Female,670608,Unemployed 0 to less than 3 months,Degree,Advertising / Media,"Below SGD 3,000",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,31,30-39,Jul,"Hillview, Choa Chu Kang",South West
Male,821604,Employed - Part Time,Diploma,Events / Promotions,"SGD 3,000 to 4,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,29,20-29,Jul,"Hougang, Punggol",North East
Male,650264,Unemployed 0 to less than 3 months,Degree,Banking and Finance,"SGD 3,000 to 4,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,29,20-29,Jul,"Hillview, Choa Chu Kang",South West
Female,822162,Unemployed 12 months and more,Degree,Public / Civil Service,"SGD 3,000 to 4,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,78,>60,Jul,"Hougang, Punggol",North East
Female,738230,Unemployed 12 months and more,Master and Above,Information Technology,"Below SGD 3,000",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,44,40-49,Jul,"Kranji, Woodgrove",North West
Male,544986,Unemployed 0 to less than 3 months,Diploma,Information Technology,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,26,20-29,Jul,"Hougang, Punggol",North East
Male,797416,Unemployed 0 to less than 3 months,Diploma,Design,"SGD 3,000 to 4,999",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,45,40-49,Jul,Seletar,North East
Male,380052,Unemployed 12 months and more,Master and Above,General Management,"SGD 7,000 to 9,999",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,49,40-49,Jul,"Geylang, Eunos",South East
Male,808482,Freelancer,Degree,Others,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,59,50-59,Jul,Seletar,North East
Female,560467,Employed - Full Time,Degree,Consulting,"SGD 3,000 to 4,999",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,61,>60,Jul,"Bishan, Ang Mo Kio",Central
Female,671640,Unemployed 0 to less than 3 months,Diploma,Information Technology,"SGD 3,000 to 4,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,24,20-29,Jul,"Hillview, Choa Chu Kang",South West
Female,540138,Unemployed 0 to less than 3 months,Diploma,Sales / Retail,"SGD 7,000 to 9,999",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,51,50-59,Jul,"Hougang, Punggol",North East
Male,533473,Employed - Full Time,Degree,Manufacturing,"SGD 5,000 to 6,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,44,40-49,Jul,"Hougang, Punggol",North East
Female,760308,Unemployed 3 to less than 6 months,Diploma,Others,"SGD 3,000 to 4,999",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,59,50-59,Jul,"Yishun, Sembawang",North West
Male,651298,Unemployed 0 to less than 3 months,Degree,Engineering,"SGD 3,000 to 4,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,53,50-59,Jul,"Hillview, Choa Chu Kang",South West
Female,650389,Unemployed 12 months and more,N Level,Admin / Secretarial,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,RnF,49,40-49,Jul,"Hillview, Choa Chu Kang",South West
Male,760310,Unemployed 0 to less than 3 months,Diploma,Healthcare / Pharmaceutical,"SGD 3,000 to 4,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,43,40-49,Jul,"Yishun, Sembawang",North West
Female,689049,Employed - Part Time,Diploma,Customer Service,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,61,>60,Jul,"Hillview, Choa Chu Kang",South West
Male,431001,Unemployed 3 to less than 6 months,Master and Above,Marketing / Public Relations,"SGD 7,000 to 9,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,44,40-49,Jul,"Katong, Joo Chiat",South East
Male,347609,Unemployed 6 to less than 12 months,A Level,Customer Service,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,RnF,68,>60,Jul,MacPherson,South East
Female,460535,Unemployed 0 to less than 3 months,Diploma,Healthcare / Pharmaceutical,"Below SGD 3,000",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,46,40-49,Jul,"Bedok, Upper East Coast",South East
Male,520886,Unemployed 0 to less than 3 months,Diploma,Admin / Secretarial,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,38,30-39,Jul,"Tampines, Pasir Ris",North East
Female,611164,Unemployed 12 months and more,Degree,Human Resources,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,51,50-59,Jul,Jurong,South West
Female,419905,Unemployed 0 to less than 3 months,Master and Above,General Management,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,32,30-39,Jul,"Geylang, Eunos",South East
Female,670487,Unemployed 0 to less than 3 months,Degree,Social Services,"Below SGD 3,000",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,51,50-59,Jul,"Hillview, Choa Chu Kang",South West
Male,544986,Unemployed 0 to less than 3 months,Diploma,Information Technology,"Below SGD 3,000",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,26,20-29,Jul,"Hougang, Punggol",North East
Female,680676,Unemployed 6 to less than 12 months,Master and Above,Education and Training,"SGD 5,000 to 6,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,63,>60,Jul,"Hillview, Choa Chu Kang",South West
Male,822682,Unemployed 0 to less than 3 months,Degree,Social Services,"SGD 3,000 to 4,999",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,PMET,42,40-49,Jul,"Hougang, Punggol",North East
Female,530563,Self-Employed,Degree,Education and Training,"SGD 3,000 to 4,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,31,30-39,Jul,"Hougang, Punggol",North East
Male,550151,Employed - Full Time,ITE (Nitec / Higher Nitec),Customer Service,"Below SGD 3,000",CGH,Yes,Marketing and Business Development Sector,VJI,7/7/2025,RnF,35,30-39,Jul,"Hougang, Punggol",North East
Male,460127,Self-Employed,Master and Above,Real Estate / Property Management,"SGD 5,000 to 6,999",CGH,No,Marketing and Business Development Sector,VJI,7/7/2025,PMET,51,50-59,Jul,"Bedok, Upper East Coast",South East
Female,560467,Employed - Full Time,Degree,Consulting,"SGD 3,000 to 4,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,61,>60,Jul,"Bishan, Ang Mo Kio",Central
Male,651298,Unemployed 0 to less than 3 months,Degree,Engineering,"SGD 3,000 to 4,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,53,50-59,Jul,"Hillview, Choa Chu Kang",South West
Male,550309,Unemployed 6 to less than 12 months,Diploma,Consulting,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,72,>60,Jul,"Hougang, Punggol",North East
Male,731624,Unemployed 0 to less than 3 months,Degree,Information Technology,"SGD 7,000 to 9,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,54,50-59,Jul,"Kranji, Woodgrove",North West
Male,533473,Employed - Full Time,Degree,Manufacturing,"SGD 5,000 to 6,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,44,40-49,Jul,"Hougang, Punggol",North East
Female,530441,Employed - Full Time,Degree,Information Technology,"SGD 5,000 to 6,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,41,40-49,Jul,"Hougang, Punggol",North East
Female,570250,Unemployed 0 to less than 3 months,O Level,Admin / Secretarial,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,RnF,57,50-59,Jul,"Bishan, Ang Mo Kio",Central
Female,753589,Unemployed 12 months and more,Degree,Education and Training,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,54,50-59,Jul,"Yishun, Sembawang",North West
Male,544986,Unemployed 0 to less than 3 months,Diploma,Information Technology,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,26,20-29,Jul,"Hougang, Punggol",North East
Male,821122,Employed - Full Time,Diploma,Logistics / Supply Chain,"SGD 3,000 to 4,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,43,40-49,Jul,"Hougang, Punggol",North East
Female,560467,Employed - Full Time,Degree,Consulting,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,61,>60,Jul,"Bishan, Ang Mo Kio",Central
Male,821228,Unemployed 0 to less than 3 months,Master and Above,General Management,"SGD 7,000 to 9,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,52,50-59,Jul,"Hougang, Punggol",North East
Female,680544,Unemployed 6 to less than 12 months,Diploma,Others,"SGD 10,000 & above",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,52,50-59,Jul,"Hillview, Choa Chu Kang",South West
Female,680540,Freelancer,Diploma,Healthcare / Pharmaceutical,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,51,50-59,Jul,"Hillview, Choa Chu Kang",South West
Male,820293,Unemployed 12 months and more,Degree,Building and Construction,"SGD 7,000 to 9,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,51,50-59,Jul,"Hougang, Punggol",North East
Male,140151,Unemployed 0 to less than 3 months,Diploma,Social Services,"SGD 5,000 to 6,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,50,50-59,Jul,"Queenstown, Tiong Bahru",Central
Male,821670,Unemployed 0 to less than 3 months,Degree,Healthcare / Pharmaceutical,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,49,40-49,Jul,"Hougang, Punggol",North East
Female,310152,Unemployed 0 to less than 3 months,Degree,Human Resources,"SGD 7,000 to 9,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,49,40-49,Jul,"Balestier, Toa Payoh",Central
Male,520138,Unemployed 3 to less than 6 months,Master and Above,Information Technology,"SGD 10,000 & above",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,49,40-49,Jul,"Tampines, Pasir Ris",North East
Female,510558,Unemployed 3 to less than 6 months,Master and Above,Others,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,48,40-49,Jul,"Tampines, Pasir Ris",North East
Male,641271,Employed - Full Time,Degree,Information Technology,"SGD 5,000 to 6,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,47,40-49,Jul,Jurong,South West
Female,733687,Employed - Full Time,Degree,F&B,"SGD 3,000 to 4,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,47,40-49,Jul,"Kranji, Woodgrove",North West
Female,541187,Retrenched,Master and Above,Customer Service,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,47,40-49,Jul,"Hougang, Punggol",North East
Female,544758,Employed - Full Time,Degree,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,47,40-49,Jul,"Hougang, Punggol",North East
Male,560151,Employed - Full Time,Master and Above,Public / Civil Service,"SGD 3,000 to 4,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,46,40-49,Jul,"Bishan, Ang Mo Kio",Central
Female,419535,Unemployed 12 months and more,N Level,F&B,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,RnF,46,40-49,Jul,"Geylang, Eunos",South East
Male,122464,Unemployed 0 to less than 3 months,Degree,Information Technology,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,46,40-49,Jul,"Pasir Panjang, Clementi",South West
Female,550213,Unemployed 0 to less than 3 months,ITE (Nitec / Higher Nitec),F&B,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,RnF,45,40-49,Jul,"Hougang, Punggol",North East
Female,541209,Unemployed 3 to less than 6 months,Diploma,Healthcare / Pharmaceutical,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,45,40-49,Jul,"Hougang, Punggol",North East
Male,730321,Unemployed 0 to less than 3 months,Diploma,Others,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,44,40-49,Jul,"Kranji, Woodgrove",North West
Male,512528,Unemployed 0 to less than 3 months,Diploma,Sales / Retail,"SGD 5,000 to 6,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,43,40-49,Jul,"Tampines, Pasir Ris",North East
Female,760207,Unemployed 0 to less than 3 months,Diploma,Social Services,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,42,40-49,Jul,"Yishun, Sembawang",North West
Male,752104,Unemployed 0 to less than 3 months,ITE (Nitec / Higher Nitec),Logistics / Supply Chain,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,RnF,42,40-49,Jul,"Yishun, Sembawang",North West
Female,521231,Unemployed 3 to less than 6 months,N Level,Customer Service,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,RnF,42,40-49,Jul,"Tampines, Pasir Ris",North East
Female,534033,Unemployed 0 to less than 3 months,Master and Above,Others,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,42,40-49,Jul,"Hougang, Punggol",North East
Male,600063,Unemployed 6 to less than 12 months,Degree,Public / Civil Service,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,41,40-49,Jul,Jurong,South West
Male,370061,Employed - Full Time,Degree,Social Services,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,41,40-49,Jul,MacPherson,South East
Male,823102,Unemployed 6 to less than 12 months,Master and Above,Education and Training,"SGD 5,000 to 6,999",CGH,Yes,Technical and Engineering Sector,VJI,8/7/2025,PMET,40,40-49,Jul,"Hougang, Punggol",North East
Female,644183,Unemployed 0 to less than 3 months,Master and Above,Healthcare / Pharmaceutical,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,40,40-49,Jul,Jurong,South West
Male,461022,Employed - Full Time,Degree,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,PMET,39,30-39,Jul,"Bedok, Upper East Coast",South East
Female,521110,Freelancer,ITE (Nitec / Higher Nitec),Medical / Therapy Services,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,8/7/2025,RnF,38,30-39,Jul,"Tampines, Pasir Ris",North East
Female,640839,Freelancer,Degree,F&B,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,38,30-39,Jul,Jurong,South West
Female,164127,Unemployed 12 months and more,Degree,Public / Civil Service,"SGD 7,000 to 9,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,38,30-39,Jul,"Queenstown, Tiong Bahru",Central
Female,560626,Employed - Full Time,Primary,Admin / Secretarial,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,36,30-39,Jul,"Bishan, Ang Mo Kio",Central
Female,350101,Unemployed 0 to less than 3 months,Diploma,Information Technology,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,36,30-39,Jul,MacPherson,South East
Male,730365,Unemployed 0 to less than 3 months,ITE (Nitec / Higher Nitec),Healthcare / Pharmaceutical,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,34,30-39,Jul,"Kranji, Woodgrove",North West
Female,530462,Retrenched,Diploma,Sales / Retail,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,33,30-39,Jul,"Hougang, Punggol",North East
Female,680439,Unemployed 12 months and more,Diploma,Healthcare / Pharmaceutical,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,33,30-39,Jul,"Hillview, Choa Chu Kang",South West
Male,541313,Employed - Full Time,ITE (Nitec / Higher Nitec),F&B,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,32,30-39,Jul,"Hougang, Punggol",North East
Female,640851,Employed - Full Time,Diploma,Public / Civil Service,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,32,30-39,Jul,Jurong,South West
Female,460426,Unemployed 0 to less than 3 months,ITE (Nitec / Higher Nitec),Telecommunications,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,31,30-39,Jul,"Bedok, Upper East Coast",South East
Female,310013,Employed - Full Time,N Level,Others,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,31,30-39,Jul,"Balestier, Toa Payoh",Central
Female,530447,Employed - Full Time,Diploma,Admin / Secretarial,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,30,30-39,Jul,"Hougang, Punggol",North East
Female,543301,Unemployed 0 to less than 3 months,Diploma,Others,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,27,20-29,Jul,"Hougang, Punggol",North East
Male,732783,Unemployed 12 months and more,ITE (Nitec / Higher Nitec),Admin / Secretarial,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,27,20-29,Jul,"Kranji, Woodgrove",North West
Female,669614,Unemployed 12 months and more,Degree,Human Resources,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,26,20-29,Jul,"Hillview, Choa Chu Kang",South West
Female,751108,Unemployed 0 to less than 3 months,Diploma,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,25,20-29,Jul,"Yishun, Sembawang",North West
Female,761461,Employed - Full Time,Diploma,Others,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,24,20-29,Jul,"Yishun, Sembawang",North West
Female,520354,Unemployed 0 to less than 3 months,ITE (Nitec / Higher Nitec),Sales / Retail,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,24,20-29,Jul,"Tampines, Pasir Ris",North East
Male,644271,Unemployed 12 months and more,ITE (Nitec / Higher Nitec),Others,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,23,20-29,Jul,Jurong,South West
Female,521101,Employed - Full Time,Diploma,Admin / Secretarial,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,19,Below 20,Jul,"Tampines, Pasir Ris",North East
Female,120462,Unemployed 6 to less than 12 months,Degree,Others,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,30,30-39,Jul,"Pasir Panjang, Clementi",South West
Female,730840,Unemployed 3 to less than 6 months,Degree,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,28,20-29,Jul,"Kranji, Woodgrove",North West
Male,426617,Unemployed 6 to less than 12 months,Degree,Manufacturing,"SGD 5,000 to 6,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,63,>60,Jul,"Katong, Joo Chiat",South East
Male,680443,Unemployed 0 to less than 3 months,Diploma,Building and Construction,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,63,>60,Jul,"Hillview, Choa Chu Kang",South West
Male,730621,Employed - Full Time,N Level,Logistics / Supply Chain,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,58,50-59,Jul,"Kranji, Woodgrove",North West
Female,469975,Unemployed 12 months and more,Degree,Education and Training,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,54,50-59,Jul,"Bedok, Upper East Coast",South East
Male,640611,Unemployed 6 to less than 12 months,Diploma,Admin / Secretarial,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,52,50-59,Jul,Jurong,South West
Male,600110,Freelancer,Diploma,Admin / Secretarial,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,51,50-59,Jul,Jurong,South West
Male,574838,Unemployed 3 to less than 6 months,Degree,Consulting,"SGD 5,000 to 6,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,50,50-59,Jul,"Bishan, Ang Mo Kio",Central
Male,118719,Self-Employed,O Level,F&B,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,48,40-49,Jul,"Pasir Panjang, Clementi",South West
Female,510558,Unemployed 3 to less than 6 months,Master and Above,Others,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,48,40-49,Jul,"Tampines, Pasir Ris",North East
Male,322002,Unemployed 6 to less than 12 months,N Level,Logistics / Supply Chain,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,46,40-49,Jul,"Balestier, Toa Payoh",Central
Male,523868,Unemployed 3 to less than 6 months,N Level,Security and Investigation,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,45,40-49,Jul,"Tampines, Pasir Ris",North East
Male,098657,Freelancer,Degree,Customer Service,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,44,40-49,Jul,Telok Blangah,South West
Female,750492,Unemployed 12 months and more,Master and Above,Information Technology,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,44,40-49,Jul,"Yishun, Sembawang",North West
Male,187948,Unemployed 12 months and more,Master and Above,Professional Services,"SGD 7,000 to 9,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,43,40-49,Jul,Middle Road,Central
Female,523609,Unemployed 0 to less than 3 months,ITE (Nitec / Higher Nitec),Healthcare / Pharmaceutical,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,43,40-49,Jul,"Tampines, Pasir Ris",North East
Female,534033,Unemployed 0 to less than 3 months,Master and Above,Others,"Below SGD 3,000",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,42,40-49,Jul,"Hougang, Punggol",North East
Male,530560,Employed - Full Time,Degree,Others,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,40,40-49,Jul,"Hougang, Punggol",North East
Male,461022,Employed - Full Time,Degree,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,39,30-39,Jul,"Bedok, Upper East Coast",South East
Female,828831,Unemployed 12 months and more,Degree,Banking and Finance,"SGD 7,000 to 9,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,39,30-39,Jul,"Hougang, Punggol",North East
Female,310223,Unemployed 0 to less than 3 months,Degree,Others,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,38,30-39,Jul,"Balestier, Toa Payoh",Central
Female,680471,Employed - Full Time,ITE (Nitec / Higher Nitec),Logistics / Supply Chain,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,38,30-39,Jul,"Hillview, Choa Chu Kang",South West
Male,310063,Employed - Full Time,Master and Above,Logistics / Supply Chain,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,36,30-39,Jul,"Balestier, Toa Payoh",Central
Male,750462,Unemployed 3 to less than 6 months,N Level,F&B,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,35,30-39,Jul,"Yishun, Sembawang",North West
Male,763382,Unemployed 12 months and more,ITE (Nitec / Higher Nitec),Others,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,34,30-39,Jul,"Yishun, Sembawang",North West
Male,520911,Employed - Full Time,Diploma,Travel / Tourism,"SGD 5,000 to 6,999",CGH,Yes,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,33,30-39,Jul,"Tampines, Pasir Ris",North East
Male,541313,Employed - Full Time,ITE (Nitec / Higher Nitec),F&B,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,RnF,32,30-39,Jul,"Hougang, Punggol",North East
Male,670614,Unemployed 0 to less than 3 months,Diploma,Logistics / Supply Chain,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,31,30-39,Jul,"Hillview, Choa Chu Kang",South West
Female,760242,Employed - Full Time,Diploma,Environment / Health,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,8/7/2025,PMET,30,30-39,Jul,"Yishun, Sembawang",North West
Male,732783,Unemployed 12 months and more,ITE (Nitec / Higher Nitec),Admin / Secretarial,"Below SGD 3,000",CGH,Yes,Information Technology Sector,VJI,9/7/2025,RnF,27,20-29,Jul,"Kranji, Woodgrove",North West
Female,752366,Unemployed 6 to less than 12 months,Degree,Others,"Below SGD 3,000",CGH,Yes,Information Technology Sector,VJI,9/7/2025,PMET,25,20-29,Jul,"Yishun, Sembawang",North West
Female,760789,Employed - Full Time,Diploma,Logistics / Supply Chain,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,9/7/2025,PMET,25,20-29,Jul,"Yishun, Sembawang",North West
Male,521645,Unemployed 0 to less than 3 months,Diploma,Real Estate / Property Management,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,9/7/2025,PMET,63,>60,Jul,"Tampines, Pasir Ris",North East
Male,530623,Employed - Full Time,Degree,Real Estate / Property Management,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,9/7/2025,PMET,35,30-39,Jul,"Hougang, Punggol",North East
Male,534198,Freelancer,Diploma,Building and Construction,"SGD 5,000 to 6,999",CGH,No,Information Technology Sector,VJI,9/7/2025,PMET,63,>60,Jul,"Hougang, Punggol",North East
Male,529773,Unemployed 3 to less than 6 months,Master and Above,Engineering,"SGD 10,000 & above",CGH,Yes,Information Technology Sector,VJI,9/7/2025,PMET,59,50-59,Jul,"Tampines, Pasir Ris",North East
